id,business_name,sector,lga,ward,street,annual_revenue,employee_count,registered
228,Robertson-Bowen,Tech,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 3 Ward 5 Ifako-Ijaiye,464221861,107,True
229,Williams-Cantrell,Manufacturing,Badagry,Ward 2 Badagry,Street 3 Ward 2 Badagry,244148629,260,True
230,Hernandez-Sutton,Hospitality,Ikorodu,Ward 1 Ikorodu,Street 6 Ward 1 Ikorodu,436185355,408,True
231,"Martin, Carter and Hunt",Real Estate,Shomolu,Ward 3 Shomolu,Street 3 Ward 3 Shomolu,493646796,258,False
232,"Flores, Andrade and Waters",Hospitality,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 10 Ward 5 Amuwo-Odofin,301224265,445,True
233,Craig and Sons,Finance,Apapa,Ward 2 Apapa,Street 8 Ward 2 Apapa,499078608,342,True
234,"Mann, Delgado and Valencia",Transport,Mushin,Ward 1 Mushin,Street 2 Ward 1 Mushin,193490891,73,True
235,"Davidson, Smith and Smith",Transport,Ikorodu,Ward 4 Ikorodu,Street 10 Ward 4 Ikorodu,260064802,259,True
236,"Parker, Wagner and Sanchez",Manufacturing,Ikorodu,Ward 2 Ikorodu,Street 6 Ward 2 Ikorodu,372278745,500,False
237,Ortiz Ltd,Manufacturing,Ajah,Ward 2 Ajah,Street 10 Ward 2 Ajah,178178648,364,False
238,"Gould, Hanson and Carey",Finance,Surulere,Ward 4 Surulere,Street 10 Ward 4 Surulere,75986125,52,True
239,Davis-Ward,Manufacturing,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 3 Ward 3 Oshodi-Isolo,88365565,7,False
240,"Evans, Chavez and Montgomery",Hospitality,Ikeja,Ward 3 Ikeja,Street 5 Ward 3 Ikeja,289726204,274,False
241,Brown-Moore,Transport,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 6 Ward 4 Amuwo-Odofin,458602438,300,True
242,"Richardson, White and Collier",Real Estate,Yaba,Ward 2 Yaba,Street 4 Ward 2 Yaba,99610951,200,True
243,Collins and Sons,Manufacturing,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 7 Ward 5 Amuwo-Odofin,308718233,146,True
244,"Kelly, Howell and Garcia",Finance,Shomolu,Ward 2 Shomolu,Street 1 Ward 2 Shomolu,429971279,245,True
245,Morris-Johnson,Transport,Shomolu,Ward 4 Shomolu,Street 4 Ward 4 Shomolu,85357117,365,False
246,Cox Ltd,Real Estate,Surulere,Ward 4 Surulere,Street 8 Ward 4 Surulere,470155087,500,True
247,"Fuller, Page and Cohen",Manufacturing,Ajah,Ward 3 Ajah,Street 8 Ward 3 Ajah,26471161,442,False
248,"Hicks, Hammond and Silva",Tech,Ikorodu,Ward 5 Ikorodu,Street 4 Ward 5 Ikorodu,62735668,119,False
249,James Inc,Finance,Yaba,Ward 4 Yaba,Street 2 Ward 4 Yaba,231395655,448,True
250,"Horn, Holland and Castaneda",Tech,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 5 Ward 2 Ifako-Ijaiye,371783419,364,True
251,"Smith, Bailey and Collins",Retail,Ikorodu,Ward 4 Ikorodu,Street 7 Ward 4 Ikorodu,463670608,327,False
252,Bryan LLC,Hospitality,Eti-Osa,Ward 4 Eti-Osa,Street 9 Ward 4 Eti-Osa,468003714,275,False
253,"Thompson, Fowler and Warren",Finance,Apapa,Ward 1 Apapa,Street 5 Ward 1 Apapa,482819939,105,False
254,Bender LLC,Real Estate,Eti-Osa,Ward 5 Eti-Osa,Street 8 Ward 5 Eti-Osa,228890247,458,False
255,Rodriguez Ltd,Transport,Yaba,Ward 2 Yaba,Street 4 Ward 2 Yaba,394827388,230,True
256,Wilson-Spence,Transport,Epe,Ward 3 Epe,Street 4 Ward 3 Epe,443193238,71,True
257,Johnson-Armstrong,Tech,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 1 Ward 5 Ifako-Ijaiye,400876267,47,False
258,"Williams, Lopez and Powell",Retail,Apapa,Ward 3 Apapa,Street 8 Ward 3 Apapa,157462867,471,False
259,Murphy LLC,Hospitality,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 6 Ward 2 Amuwo-Odofin,221740302,36,False
260,"Burke, James and Giles",Finance,Lekki,Ward 4 Lekki,Street 3 Ward 4 Lekki,474009761,448,False
261,"Higgins, Curtis and Holland",Real Estate,Ajah,Ward 5 Ajah,Street 5 Ward 5 Ajah,208081152,441,True
262,Sherman and Sons,Tech,Ikorodu,Ward 1 Ikorodu,Street 8 Ward 1 Ikorodu,385535116,147,False
263,Hunt PLC,Retail,Somolu,Ward 2 Somolu,Street 2 Ward 2 Somolu,370722603,429,True
264,Jones Ltd,Tech,Ikeja,Ward 4 Ikeja,Street 5 Ward 4 Ikeja,269308635,203,False
265,"Lawson, James and Barnes",Real Estate,Ikorodu,Ward 4 Ikorodu,Street 10 Ward 4 Ikorodu,136207989,328,True
266,Brown-Miller,Hospitality,Agege,Ward 5 Agege,Street 10 Ward 5 Agege,7418105,101,False
267,Gallegos PLC,Manufacturing,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 1 Ward 2 Amuwo-Odofin,289345705,351,True
268,"Williams, Sanders and Barnes",Manufacturing,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 3 Ward 1 Oshodi-Isolo,312726659,364,False
269,"Ware, Nixon and Mcknight",Finance,Surulere,Ward 5 Surulere,Street 2 Ward 5 Surulere,393416515,320,True
270,Martinez-Armstrong,Finance,Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,346298816,91,True
271,Brown-Carpenter,Transport,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,66904216,182,True
272,Ferguson PLC,Hospitality,Yaba,Ward 4 Yaba,Street 7 Ward 4 Yaba,413352942,481,True
273,Thompson LLC,Retail,Victoria Island,Ward 4 Victoria Island,Street 2 Ward 4 Victoria Island,307251761,320,True
274,Lee-Stein,Finance,Surulere,Ward 4 Surulere,Street 6 Ward 4 Surulere,131467082,323,False
275,Bartlett Group,Transport,Yaba,Ward 3 Yaba,Street 2 Ward 3 Yaba,475459975,342,True
276,Perez-Alvarado,Retail,Surulere,Ward 1 Surulere,Street 3 Ward 1 Surulere,168992369,269,False
277,James-Ellison,Hospitality,Yaba,Ward 5 Yaba,Street 6 Ward 5 Yaba,240099953,471,True
278,"Ryan, Wright and White",Finance,Surulere,Ward 1 Surulere,Street 8 Ward 1 Surulere,466292921,345,False
279,"Harrell, Pierce and Lopez",Tech,Ajah,Ward 1 Ajah,Street 3 Ward 1 Ajah,288705171,105,True
280,Miles PLC,Tech,Alimosho,Ward 3 Alimosho,Street 3 Ward 3 Alimosho,139111257,262,False
281,"Garza, Woods and Morales",Retail,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 5 Ward 2 Amuwo-Odofin,65635042,381,True
282,"Smith, Mitchell and Brown",Hospitality,Ajah,Ward 1 Ajah,Street 3 Ward 1 Ajah,381578541,362,True
283,"Johnson, Thomas and Floyd",Transport,Yaba,Ward 4 Yaba,Street 4 Ward 4 Yaba,23482236,133,False
284,"Wilson, Hunter and Lin",Real Estate,Mushin,Ward 3 Mushin,Street 8 Ward 3 Mushin,197408147,258,False
285,"Sweeney, Bennett and Reyes",Tech,Somolu,Ward 3 Somolu,Street 9 Ward 3 Somolu,225084964,215,False
286,"Campbell, Yang and Riggs",Tech,Kosofe,Ward 5 Kosofe,Street 10 Ward 5 Kosofe,451993600,263,False
287,Mckenzie-Burke,Tech,Badagry,Ward 4 Badagry,Street 10 Ward 4 Badagry,215482379,455,False
288,Anderson-Martin,Real Estate,Ajah,Ward 5 Ajah,Street 4 Ward 5 Ajah,311438476,10,True
289,Thompson PLC,Finance,Alimosho,Ward 3 Alimosho,Street 3 Ward 3 Alimosho,156507838,339,True
290,Cisneros-Swanson,Finance,Alimosho,Ward 3 Alimosho,Street 8 Ward 3 Alimosho,412234790,400,False
291,"Green, Hoffman and Erickson",Transport,Ifako-Ijaiye,Ward 5 Ifako-Ijaiye,Street 7 Ward 5 Ifako-Ijaiye,130030441,292,False
292,Price-Rhodes,Finance,Alimosho,Ward 2 Alimosho,Street 7 Ward 2 Alimosho,495762505,360,False
293,Smith PLC,Hospitality,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 4 Ward 1 Ifako-Ijaiye,90738283,298,False
294,Chen-Anderson,Transport,Ikeja,Ward 5 Ikeja,Street 5 Ward 5 Ikeja,392720043,336,False
295,Gonzalez Group,Finance,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,319463328,77,True
296,"Fuentes, Fowler and Wood",Real Estate,Apapa,Ward 4 Apapa,Street 5 Ward 4 Apapa,144592222,169,True
297,"Marshall, Woodard and Briggs",Transport,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 7 Ward 2 Oshodi-Isolo,449483997,350,True
298,Randall and Sons,Hospitality,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,188429124,12,True
299,Drake-Vasquez,Manufacturing,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 3 Ward 2 Ifako-Ijaiye,295693461,103,False
300,Wilson Inc,Tech,Agege,Ward 5 Agege,Street 5 Ward 5 Agege,151596356,475,True
301,"Dunn, Nguyen and Bruce",Retail,Epe,Ward 3 Epe,Street 5 Ward 3 Epe,460688829,350,True
302,Berry LLC,Transport,Ajah,Ward 4 Ajah,Street 9 Ward 4 Ajah,418954458,116,True
303,"Williamson, Johnson and Fields",Manufacturing,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,348726206,113,True
304,Stafford-Wallace,Retail,Ikeja,Ward 2 Ikeja,Street 10 Ward 2 Ikeja,127385563,100,False
305,"James, Smith and Finley",Tech,Kosofe,Ward 4 Kosofe,Street 8 Ward 4 Kosofe,411917235,112,False
306,"Sweeney, Weaver and Jones",Hospitality,Ikeja,Ward 2 Ikeja,Street 8 Ward 2 Ikeja,237494827,170,False
307,Tate-Williams,Tech,Alimosho,Ward 1 Alimosho,Street 6 Ward 1 Alimosho,441898349,459,True
308,"Garcia, Garcia and Miller",Real Estate,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 6 Ward 5 Oshodi-Isolo,181513467,204,False
309,Mcmahon-Caldwell,Real Estate,Somolu,Ward 4 Somolu,Street 4 Ward 4 Somolu,223382736,288,False
310,Mckenzie Ltd,Hospitality,Lekki,Ward 4 Lekki,Street 5 Ward 4 Lekki,318609705,494,True
311,"Brown, Sanchez and Reed",Manufacturing,Apapa,Ward 5 Apapa,Street 2 Ward 5 Apapa,452921706,244,True
312,Castillo Ltd,Retail,Somolu,Ward 5 Somolu,Street 6 Ward 5 Somolu,332811567,137,True
313,Taylor and Sons,Real Estate,Yaba,Ward 3 Yaba,Street 9 Ward 3 Yaba,226611558,57,True
314,Heath-Gordon,Manufacturing,Lekki,Ward 5 Lekki,Street 9 Ward 5 Lekki,269960115,74,False
315,Lewis Group,Manufacturing,Victoria Island,Ward 4 Victoria Island,Street 8 Ward 4 Victoria Island,400712698,160,False
316,Rodriguez LLC,Real Estate,Yaba,Ward 5 Yaba,Street 1 Ward 5 Yaba,234524297,100,False
317,Smith-Brown,Hospitality,Epe,Ward 4 Epe,Street 5 Ward 4 Epe,420757354,427,True
318,"Cowan, Gonzalez and Richards",Manufacturing,Shomolu,Ward 5 Shomolu,Street 4 Ward 5 Shomolu,231719310,21,True
319,Willis LLC,Manufacturing,Shomolu,Ward 4 Shomolu,Street 4 Ward 4 Shomolu,137254411,313,False
320,"Taylor, Gibson and Sanchez",Tech,Eti-Osa,Ward 5 Eti-Osa,Street 7 Ward 5 Eti-Osa,335777943,295,True
321,Nunez Ltd,Manufacturing,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,119497184,60,False
322,"Mueller, Webster and Brown",Retail,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 5 Ward 3 Oshodi-Isolo,296948685,219,True
323,Villegas-Gallegos,Transport,Eti-Osa,Ward 1 Eti-Osa,Street 8 Ward 1 Eti-Osa,234175085,146,False
324,"Bates, Lopez and Adams",Hospitality,Ajah,Ward 3 Ajah,Street 7 Ward 3 Ajah,64869299,454,True
325,Sloan-Smith,Retail,Eti-Osa,Ward 3 Eti-Osa,Street 9 Ward 3 Eti-Osa,393154941,426,False
326,Thomas-Bell,Real Estate,Alimosho,Ward 2 Alimosho,Street 3 Ward 2 Alimosho,322234997,157,False
327,"Ortiz, Goodwin and Randolph",Real Estate,Badagry,Ward 4 Badagry,Street 1 Ward 4 Badagry,416980880,193,True
328,Jordan-Hayes,Finance,Agege,Ward 5 Agege,Street 7 Ward 5 Agege,160725733,415,False
329,Lewis-Kennedy,Finance,Yaba,Ward 3 Yaba,Street 6 Ward 3 Yaba,70360568,254,True
330,Leach-Francis,Real Estate,Lekki,Ward 1 Lekki,Street 5 Ward 1 Lekki,237491438,416,True
331,Griffin-Hayes,Tech,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,245916798,478,True
332,"Lee, Castillo and Crane",Tech,Yaba,Ward 2 Yaba,Street 1 Ward 2 Yaba,169322302,425,False
333,Patterson-Edwards,Real Estate,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,283987983,199,False
334,"Parker, Mitchell and Howard",Hospitality,Alimosho,Ward 3 Alimosho,Street 6 Ward 3 Alimosho,15329907,103,False
335,"Johnson, Williams and Sharp",Transport,Surulere,Ward 3 Surulere,Street 5 Ward 3 Surulere,40337465,228,False
336,Bonilla-Huber,Retail,Shomolu,Ward 5 Shomolu,Street 10 Ward 5 Shomolu,402374526,500,False
337,"Dixon, Wilkinson and Mcintosh",Finance,Mushin,Ward 1 Mushin,Street 6 Ward 1 Mushin,315758638,321,False
338,"Turner, Smith and Nunez",Hospitality,Ikorodu,Ward 2 Ikorodu,Street 5 Ward 2 Ikorodu,207591474,207,True
339,"Barnes, Bennett and Keller",Finance,Ajah,Ward 3 Ajah,Street 2 Ward 3 Ajah,358623979,17,True
340,Willis-Bowers,Hospitality,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 7 Ward 4 Ifako-Ijaiye,229145489,55,True
341,Shelton-Moore,Tech,Eti-Osa,Ward 5 Eti-Osa,Street 1 Ward 5 Eti-Osa,54200772,39,False
342,"Shelton, Lopez and Nguyen",Real Estate,Lekki,Ward 4 Lekki,Street 8 Ward 4 Lekki,11999406,106,True
343,Skinner Inc,Finance,Badagry,Ward 5 Badagry,Street 10 Ward 5 Badagry,87257385,177,True
344,Smith Group,Tech,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 5 Ward 2 Ifako-Ijaiye,370337319,263,False
345,Scott-Long,Transport,Somolu,Ward 2 Somolu,Street 8 Ward 2 Somolu,498364128,300,True
346,Ritter Group,Finance,Mushin,Ward 2 Mushin,Street 2 Ward 2 Mushin,313387269,237,False
347,"Hale, Lowe and Murphy",Retail,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 3 Ward 3 Amuwo-Odofin,438006541,378,False
348,Graham Inc,Finance,Mushin,Ward 3 Mushin,Street 3 Ward 3 Mushin,315884399,130,True
349,"Kirby, Howard and Kline",Finance,Badagry,Ward 4 Badagry,Street 2 Ward 4 Badagry,343453469,17,True
350,Garcia PLC,Real Estate,Ikeja,Ward 3 Ikeja,Street 4 Ward 3 Ikeja,222219638,147,False
351,Dennis LLC,Tech,Agege,Ward 4 Agege,Street 1 Ward 4 Agege,352058051,122,True
352,Carter Inc,Tech,Ikorodu,Ward 1 Ikorodu,Street 3 Ward 1 Ikorodu,69330590,399,True
353,"Grimes, Jones and Evans",Hospitality,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,115342143,30,False
354,Carter LLC,Manufacturing,Surulere,Ward 4 Surulere,Street 7 Ward 4 Surulere,377784194,462,True
355,"Benton, Davis and Carlson",Transport,Ikorodu,Ward 2 Ikorodu,Street 4 Ward 2 Ikorodu,211185497,408,False
356,Campbell Group,Tech,Badagry,Ward 3 Badagry,Street 2 Ward 3 Badagry,87404101,260,False
357,Ortiz-Mclaughlin,Transport,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 4 Ward 2 Ifako-Ijaiye,283915317,280,False
358,"Lopez, Macdonald and Gordon",Finance,Kosofe,Ward 3 Kosofe,Street 10 Ward 3 Kosofe,271341773,217,False
359,Ponce-Smith,Retail,Ajah,Ward 2 Ajah,Street 6 Ward 2 Ajah,77272621,460,False
360,"Goodwin, Davis and Nash",Finance,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,7503321,262,False
361,Long LLC,Finance,Agege,Ward 1 Agege,Street 4 Ward 1 Agege,471344705,312,True
362,"Murray, Harper and Smith",Finance,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 10 Ward 1 Oshodi-Isolo,470167218,274,False
363,Butler-Hunter,Retail,Alimosho,Ward 3 Alimosho,Street 9 Ward 3 Alimosho,161843746,67,True
364,Dunn LLC,Transport,Ikeja,Ward 2 Ikeja,Street 5 Ward 2 Ikeja,270879618,413,False
365,Brown-Martinez,Tech,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 10 Ward 3 Oshodi-Isolo,454598061,350,False
366,Rose-Mcpherson,Retail,Yaba,Ward 3 Yaba,Street 8 Ward 3 Yaba,147927015,102,True
367,Green-Marshall,Hospitality,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 8 Ward 2 Oshodi-Isolo,450827685,321,False
368,Alvarez-Davis,Hospitality,Ikorodu,Ward 5 Ikorodu,Street 1 Ward 5 Ikorodu,361916834,27,False
369,"Harrison, Duke and Bell",Real Estate,Badagry,Ward 2 Badagry,Street 2 Ward 2 Badagry,351718417,333,True
370,Ryan LLC,Manufacturing,Mushin,Ward 4 Mushin,Street 8 Ward 4 Mushin,7709278,144,False
371,"Fletcher, Newton and Williams",Hospitality,Surulere,Ward 1 Surulere,Street 2 Ward 1 Surulere,112322486,196,True
372,"Brandt, Hart and Coleman",Transport,Victoria Island,Ward 4 Victoria Island,Street 5 Ward 4 Victoria Island,114406898,208,False
373,Paul Group,Finance,Lekki,Ward 1 Lekki,Street 7 Ward 1 Lekki,181245135,159,False
374,"Gray, Collins and King",Tech,Eti-Osa,Ward 5 Eti-Osa,Street 3 Ward 5 Eti-Osa,102359534,148,True
375,Foster LLC,Retail,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 7 Ward 3 Amuwo-Odofin,227227954,444,True
376,Williamson-Lopez,Retail,Yaba,Ward 4 Yaba,Street 9 Ward 4 Yaba,319925446,460,True
377,Washington and Sons,Finance,Alimosho,Ward 3 Alimosho,Street 2 Ward 3 Alimosho,260152692,164,False
378,"Warren, Huang and Kennedy",Manufacturing,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 8 Ward 2 Amuwo-Odofin,399542650,183,False
379,Watts-Liu,Retail,Lekki,Ward 3 Lekki,Street 5 Ward 3 Lekki,485739579,479,True
380,"Ward, Munoz and Hogan",Transport,Yaba,Ward 2 Yaba,Street 4 Ward 2 Yaba,469200144,393,False
381,Morton Group,Real Estate,Shomolu,Ward 2 Shomolu,Street 10 Ward 2 Shomolu,289750810,407,True
382,Castaneda and Sons,Manufacturing,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 6 Ward 3 Ifako-Ijaiye,426876324,315,False
383,"Collins, Bush and Kaufman",Hospitality,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 4 Ward 4 Ifako-Ijaiye,188591851,365,False
384,Johnson and Sons,Finance,Shomolu,Ward 3 Shomolu,Street 2 Ward 3 Shomolu,185542908,109,False
385,Porter Group,Tech,Yaba,Ward 4 Yaba,Street 4 Ward 4 Yaba,12804842,62,False
386,"Cline, Carney and Bolton",Hospitality,Epe,Ward 1 Epe,Street 9 Ward 1 Epe,134558531,443,True
387,Fowler Group,Tech,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 1 Ward 2 Oshodi-Isolo,174831840,104,False
388,"Wilkins, Choi and Anderson",Real Estate,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 1 Ward 1 Oshodi-Isolo,246053223,201,True
389,Reeves PLC,Hospitality,Ajah,Ward 1 Ajah,Street 1 Ward 1 Ajah,400210604,430,True
390,Johnston Inc,Transport,Ikeja,Ward 2 Ikeja,Street 4 Ward 2 Ikeja,99874119,104,True
391,"Griffin, Ramirez and Harrington",Manufacturing,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,88970446,449,True
392,Russo-Monroe,Tech,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 1 Ward 4 Oshodi-Isolo,477527973,162,False
393,Nelson and Sons,Retail,Lekki,Ward 2 Lekki,Street 8 Ward 2 Lekki,36534133,270,True
394,Carroll-Thompson,Finance,Mushin,Ward 4 Mushin,Street 5 Ward 4 Mushin,264643020,404,False
395,Rodriguez LLC,Hospitality,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 1 Ward 3 Oshodi-Isolo,108434211,114,True
396,"Scott, Brock and Wilson",Transport,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 10 Ward 4 Amuwo-Odofin,251566370,53,True
397,Johnson and Sons,Tech,Apapa,Ward 3 Apapa,Street 1 Ward 3 Apapa,267878677,452,True
398,"Mata, Ramirez and Gordon",Manufacturing,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 5 Ward 3 Ifako-Ijaiye,322885606,23,False
399,Brock Inc,Real Estate,Somolu,Ward 2 Somolu,Street 10 Ward 2 Somolu,289819519,421,True
400,Moore and Sons,Finance,Ajah,Ward 5 Ajah,Street 1 Ward 5 Ajah,436808614,358,False
401,Rush LLC,Tech,Surulere,Ward 1 Surulere,Street 1 Ward 1 Surulere,68693534,28,False
402,Rodriguez-Ramirez,Transport,Eti-Osa,Ward 3 Eti-Osa,Street 5 Ward 3 Eti-Osa,176966791,442,False
403,"Gentry, Robinson and Colon",Hospitality,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 1 Ward 1 Ifako-Ijaiye,27205616,315,False
404,Kaufman Ltd,Retail,Badagry,Ward 4 Badagry,Street 6 Ward 4 Badagry,144519809,197,False
405,Newman Ltd,Hospitality,Victoria Island,Ward 5 Victoria Island,Street 2 Ward 5 Victoria Island,389889836,344,True
406,Beck-Page,Retail,Surulere,Ward 1 Surulere,Street 9 Ward 1 Surulere,212053822,41,False
407,Strickland Inc,Real Estate,Ajah,Ward 5 Ajah,Street 5 Ward 5 Ajah,417733667,222,False
408,Singh Group,Tech,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 5 Ward 1 Ifako-Ijaiye,225861849,479,False
409,Sanchez-Harrison,Hospitality,Ajah,Ward 3 Ajah,Street 5 Ward 3 Ajah,94461867,173,True
410,Villarreal PLC,Finance,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 1 Ward 1 Amuwo-Odofin,229009280,291,False
411,"King, Davis and Olson",Transport,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 7 Ward 5 Oshodi-Isolo,146584145,309,True
412,Payne and Sons,Transport,Ajah,Ward 4 Ajah,Street 3 Ward 4 Ajah,490433623,484,False
413,Caldwell-Pineda,Finance,Epe,Ward 1 Epe,Street 7 Ward 1 Epe,273650551,202,True
414,Lopez-Hart,Transport,Somolu,Ward 5 Somolu,Street 5 Ward 5 Somolu,191989048,52,False
415,Simon Ltd,Finance,Victoria Island,Ward 1 Victoria Island,Street 5 Ward 1 Victoria Island,356021345,15,True
416,Hunt and Sons,Real Estate,Epe,Ward 4 Epe,Street 10 Ward 4 Epe,267202035,14,True
417,Gilbert Group,Finance,Somolu,Ward 2 Somolu,Street 5 Ward 2 Somolu,47448893,311,False
418,Blackburn-Williams,Real Estate,Shomolu,Ward 2 Shomolu,Street 3 Ward 2 Shomolu,40727732,191,False
419,"Black, Torres and Hughes",Hospitality,Victoria Island,Ward 3 Victoria Island,Street 4 Ward 3 Victoria Island,363470631,374,False
420,Lane LLC,Manufacturing,Apapa,Ward 3 Apapa,Street 3 Ward 3 Apapa,113294744,307,False
421,Horton-Arnold,Finance,Badagry,Ward 3 Badagry,Street 5 Ward 3 Badagry,181326500,101,True
422,Brown-Garcia,Finance,Surulere,Ward 1 Surulere,Street 5 Ward 1 Surulere,337208939,392,False
423,Neal-Lynch,Real Estate,Surulere,Ward 5 Surulere,Street 5 Ward 5 Surulere,398642389,198,True
424,"Smith, Turner and Murphy",Tech,Apapa,Ward 2 Apapa,Street 3 Ward 2 Apapa,94596221,307,True
425,Simpson LLC,Manufacturing,Badagry,Ward 2 Badagry,Street 7 Ward 2 Badagry,190750229,60,False
426,Fields-Mendez,Manufacturing,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 5 Ward 3 Ifako-Ijaiye,473783022,432,False
427,Craig-Clarke,Real Estate,Mushin,Ward 4 Mushin,Street 2 Ward 4 Mushin,431947413,260,True
428,"Harris, White and Garcia",Hospitality,Agege,Ward 3 Agege,Street 4 Ward 3 Agege,28560737,184,True
429,Mccoy-Craig,Tech,Ajah,Ward 5 Ajah,Street 9 Ward 5 Ajah,30314863,203,False
430,Kirby Inc,Real Estate,Shomolu,Ward 4 Shomolu,Street 9 Ward 4 Shomolu,252682765,199,True
431,Jacobson PLC,Finance,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 9 Ward 5 Amuwo-Odofin,380378302,32,False
432,Griffin and Sons,Real Estate,Ikeja,Ward 2 Ikeja,Street 4 Ward 2 Ikeja,218844161,190,False
433,Thomas Ltd,Real Estate,Apapa,Ward 3 Apapa,Street 8 Ward 3 Apapa,388010637,6,False
434,"Rogers, Mendoza and Leach",Transport,Badagry,Ward 4 Badagry,Street 8 Ward 4 Badagry,78395691,419,True
435,Nixon-Dixon,Manufacturing,Kosofe,Ward 3 Kosofe,Street 6 Ward 3 Kosofe,28413845,264,True
436,"Davis, Norman and Williamson",Retail,Shomolu,Ward 3 Shomolu,Street 9 Ward 3 Shomolu,248353842,370,False
437,"Gomez, Fisher and Duffy",Hospitality,Surulere,Ward 5 Surulere,Street 2 Ward 5 Surulere,442940473,62,False
438,Bates LLC,Hospitality,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,204641178,140,True
439,Cooley LLC,Tech,Lekki,Ward 1 Lekki,Street 4 Ward 1 Lekki,29646927,197,False
440,Williams-Mullen,Manufacturing,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 1 Ward 1 Amuwo-Odofin,15650200,327,False
441,Lozano-Foster,Manufacturing,Alimosho,Ward 5 Alimosho,Street 9 Ward 5 Alimosho,75742398,165,False
442,Underwood-Hardy,Retail,Mushin,Ward 4 Mushin,Street 6 Ward 4 Mushin,317294363,229,False
443,"Horton, Clark and Moreno",Manufacturing,Ikorodu,Ward 5 Ikorodu,Street 8 Ward 5 Ikorodu,333804749,139,False
444,Ayers-Richardson,Manufacturing,Alimosho,Ward 3 Alimosho,Street 5 Ward 3 Alimosho,228204914,140,True
445,Garrett PLC,Finance,Yaba,Ward 2 Yaba,Street 2 Ward 2 Yaba,73690597,77,True
446,Montoya Inc,Tech,Mushin,Ward 5 Mushin,Street 6 Ward 5 Mushin,498615624,135,False
447,"Davis, Edwards and Kelly",Manufacturing,Shomolu,Ward 1 Shomolu,Street 8 Ward 1 Shomolu,411680337,491,True
448,Bowers PLC,Retail,Agege,Ward 4 Agege,Street 2 Ward 4 Agege,360327583,272,True
449,"Moore, Morris and Jackson",Transport,Lekki,Ward 4 Lekki,Street 7 Ward 4 Lekki,243273659,400,True
450,Bolton Group,Transport,Mushin,Ward 1 Mushin,Street 10 Ward 1 Mushin,70587238,227,True
