id,owner_id,lga,ward,street,property_type,estimated_value
279,279,Yaba,Ward 4 Yaba,Street 1 Ward 4 Yaba,Residential,18215343.03
280,280,Eti-Osa,Ward 2 Eti-Osa,Street 9 Ward 2 Eti-Osa,Residential,33652117.24
281,281,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 8 Ward 3 Oshodi-Isolo,Residential,9520145.55
282,282,Shomolu,Ward 2 Shomolu,Street 5 Ward 2 Shomolu,Commercial,10914319.78
283,283,Eti-Osa,Ward 1 Eti-Osa,Street 7 Ward 1 Eti-Osa,Residential,2578711.99
284,284,Ajah,Ward 4 Ajah,Street 2 Ward 4 Ajah,Commercial,9425603.03
285,285,Ikeja,Ward 1 Ikeja,Street 5 Ward 1 Ikeja,Commercial,31915190.73
286,286,Surulere,Ward 3 Surulere,Street 6 Ward 3 Surulere,Commercial,7429755.68
287,287,Apapa,Ward 2 Apapa,Street 8 Ward 2 Apapa,Residential,3661386.28
288,288,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Commercial,21729248.25
289,289,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 8 Ward 4 Oshodi-Isolo,Residential,13088177.72
290,290,Lekki,Ward 1 Lekki,Street 7 Ward 1 Lekki,Commercial,28991218.11
291,291,Kosofe,Ward 2 Kosofe,Street 5 Ward 2 Kosofe,Residential,14262994.97
292,292,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 5 Ward 1 Oshodi-Isolo,Commercial,16009676.65
293,293,Lekki,Ward 3 Lekki,Street 9 Ward 3 Lekki,Commercial,63269924.81
294,294,Ajah,Ward 2 Ajah,Street 4 Ward 2 Ajah,Residential,24363262.94
295,295,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 1 Ward 5 Oshodi-Isolo,Commercial,8350955.07
296,296,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,Residential,5970139.63
297,297,Mushin,Ward 4 Mushin,Street 1 Ward 4 Mushin,Residential,3391181.21
298,298,Apapa,Ward 4 Apapa,Street 6 Ward 4 Apapa,Residential,23234606.03
299,299,Ikorodu,Ward 1 Ikorodu,Street 4 Ward 1 Ikorodu,Residential,14915348.94
300,300,Eti-Osa,Ward 1 Eti-Osa,Street 2 Ward 1 Eti-Osa,Commercial,40497086.25
301,301,Apapa,Ward 5 Apapa,Street 8 Ward 5 Apapa,Residential,5527856.06
302,302,Alimosho,Ward 4 Alimosho,Street 10 Ward 4 Alimosho,Residential,9776137.53
303,303,Alimosho,Ward 3 Alimosho,Street 10 Ward 3 Alimosho,Residential,6608637.27
304,304,Kosofe,Ward 4 Kosofe,Street 3 Ward 4 Kosofe,Residential,22757058.69
305,305,Victoria Island,Ward 4 Victoria Island,Street 4 Ward 4 Victoria Island,Commercial,4754503.69
306,306,Alimosho,Ward 4 Alimosho,Street 8 Ward 4 Alimosho,Commercial,9706935.37
307,307,Surulere,Ward 5 Surulere,Street 10 Ward 5 Surulere,Commercial,1912605.44
308,308,Ikeja,Ward 2 Ikeja,Street 7 Ward 2 Ikeja,Residential,6295087.36
309,309,Eti-Osa,Ward 3 Eti-Osa,Street 10 Ward 3 Eti-Osa,Commercial,46209968.98
310,310,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,Commercial,19891104.27
311,311,Agege,Ward 3 Agege,Street 1 Ward 3 Agege,Commercial,5569930.29
312,312,Eti-Osa,Ward 2 Eti-Osa,Street 10 Ward 2 Eti-Osa,Commercial,19619918.3
313,313,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,Residential,3034757.34
314,314,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 10 Ward 4 Ifako-Ijaiye,Commercial,13939611.49
315,315,Yaba,Ward 2 Yaba,Street 6 Ward 2 Yaba,Residential,31411915.69
316,316,Ikorodu,Ward 3 Ikorodu,Street 8 Ward 3 Ikorodu,Residential,5503723.14
317,317,Ikeja,Ward 2 Ikeja,Street 2 Ward 2 Ikeja,Residential,13113979.65
318,318,Agege,Ward 4 Agege,Street 3 Ward 4 Agege,Commercial,10798811.82
319,319,Shomolu,Ward 4 Shomolu,Street 10 Ward 4 Shomolu,Commercial,1603918.08
320,320,Apapa,Ward 4 Apapa,Street 10 Ward 4 Apapa,Residential,9252595.28
321,321,Epe,Ward 4 Epe,Street 3 Ward 4 Epe,Residential,6767616.71
322,322,Ikorodu,Ward 2 Ikorodu,Street 1 Ward 2 Ikorodu,Commercial,11622964.46
323,323,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 9 Ward 3 Oshodi-Isolo,Commercial,13754786.87
324,324,Surulere,Ward 2 Surulere,Street 5 Ward 2 Surulere,Residential,11924628.76
325,325,Mushin,Ward 5 Mushin,Street 2 Ward 5 Mushin,Commercial,7901981.7
326,326,Agege,Ward 5 Agege,Street 5 Ward 5 Agege,Commercial,1076260.67
327,327,Victoria Island,Ward 5 Victoria Island,Street 9 Ward 5 Victoria Island,Residential,39163043.64
328,328,Shomolu,Ward 2 Shomolu,Street 1 Ward 2 Shomolu,Commercial,9367435.92
329,329,Shomolu,Ward 2 Shomolu,Street 2 Ward 2 Shomolu,Residential,4447991.64
330,330,Epe,Ward 1 Epe,Street 10 Ward 1 Epe,Residential,14079065.72
331,331,Apapa,Ward 2 Apapa,Street 4 Ward 2 Apapa,Residential,9864180.28
332,332,Badagry,Ward 3 Badagry,Street 8 Ward 3 Badagry,Commercial,12049257.73
333,333,Yaba,Ward 3 Yaba,Street 10 Ward 3 Yaba,Commercial,1540636.88
334,334,Shomolu,Ward 2 Shomolu,Street 2 Ward 2 Shomolu,Residential,16124438.9
335,335,Yaba,Ward 3 Yaba,Street 1 Ward 3 Yaba,Residential,23468849.9
336,336,Yaba,Ward 1 Yaba,Street 8 Ward 1 Yaba,Residential,12742753.4
337,337,Agege,Ward 3 Agege,Street 9 Ward 3 Agege,Commercial,611143.01
338,338,Agege,Ward 3 Agege,Street 1 Ward 3 Agege,Residential,11107705.21
339,339,Mushin,Ward 4 Mushin,Street 3 Ward 4 Mushin,Commercial,10586906.78
340,340,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 2 Ward 1 Ifako-Ijaiye,Commercial,11104812.83
341,341,Kosofe,Ward 4 Kosofe,Street 10 Ward 4 Kosofe,Residential,3774022.86
342,342,Shomolu,Ward 1 Shomolu,Street 7 Ward 1 Shomolu,Commercial,8900743.23
343,343,Ikorodu,Ward 3 Ikorodu,Street 6 Ward 3 Ikorodu,Residential,4877991.47
344,344,Shomolu,Ward 3 Shomolu,Street 4 Ward 3 Shomolu,Residential,11547520.97
345,345,Epe,Ward 2 Epe,Street 10 Ward 2 Epe,Commercial,4758365.31
346,346,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 9 Ward 2 Oshodi-Isolo,Commercial,2092063.95
347,347,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 8 Ward 2 Amuwo-Odofin,Residential,19914050.45
348,348,Surulere,Ward 3 Surulere,Street 9 Ward 3 Surulere,Commercial,16053348.35
349,349,Yaba,Ward 5 Yaba,Street 10 Ward 5 Yaba,Commercial,18506051.24
350,350,Somolu,Ward 3 Somolu,Street 6 Ward 3 Somolu,Commercial,9708691.89
351,351,Kosofe,Ward 4 Kosofe,Street 3 Ward 4 Kosofe,Commercial,4054555.34
352,352,Victoria Island,Ward 3 Victoria Island,Street 2 Ward 3 Victoria Island,Residential,32883675.03
353,353,Epe,Ward 1 Epe,Street 9 Ward 1 Epe,Residential,6527638.23
354,354,Ajah,Ward 4 Ajah,Street 2 Ward 4 Ajah,Commercial,5596142.69
355,355,Ikorodu,Ward 1 Ikorodu,Street 9 Ward 1 Ikorodu,Residential,8237583.89
356,356,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,Commercial,19996075.42
357,357,Ikeja,Ward 3 Ikeja,Street 9 Ward 3 Ikeja,Residential,25542036.7
358,358,Alimosho,Ward 3 Alimosho,Street 10 Ward 3 Alimosho,Commercial,3605677.71
359,359,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 1 Ward 3 Ifako-Ijaiye,Commercial,5877549.58
360,360,Alimosho,Ward 2 Alimosho,Street 3 Ward 2 Alimosho,Commercial,10138209.8
361,361,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 2 Ward 1 Oshodi-Isolo,Commercial,5919500.91
362,362,Epe,Ward 2 Epe,Street 4 Ward 2 Epe,Commercial,23797768.66
363,363,Alimosho,Ward 1 Alimosho,Street 9 Ward 1 Alimosho,Residential,12229269.62
364,364,Apapa,Ward 2 Apapa,Street 7 Ward 2 Apapa,Residential,18470354.14
365,365,Agege,Ward 1 Agege,Street 8 Ward 1 Agege,Residential,4603343.86
366,366,Mushin,Ward 2 Mushin,Street 8 Ward 2 Mushin,Residential,8452555.4
367,367,Badagry,Ward 3 Badagry,Street 9 Ward 3 Badagry,Residential,16245294.43
368,368,Alimosho,Ward 4 Alimosho,Street 4 Ward 4 Alimosho,Residential,16129195.23
369,369,Yaba,Ward 2 Yaba,Street 2 Ward 2 Yaba,Commercial,11418457.3
370,370,Ajah,Ward 3 Ajah,Street 3 Ward 3 Ajah,Residential,12089707.71
371,371,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 3 Ward 5 Oshodi-Isolo,Residential,2731289.41
372,372,Epe,Ward 1 Epe,Street 9 Ward 1 Epe,Residential,4487734.14
373,373,Shomolu,Ward 2 Shomolu,Street 3 Ward 2 Shomolu,Commercial,6647168.54
374,374,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 10 Ward 3 Amuwo-Odofin,Residential,2131171.47
375,375,Mushin,Ward 5 Mushin,Street 9 Ward 5 Mushin,Residential,4194374.21
376,376,Kosofe,Ward 2 Kosofe,Street 10 Ward 2 Kosofe,Commercial,13415606.48
377,377,Somolu,Ward 4 Somolu,Street 10 Ward 4 Somolu,Commercial,17111639.99
378,378,Eti-Osa,Ward 4 Eti-Osa,Street 8 Ward 4 Eti-Osa,Commercial,18087912.4
379,379,Surulere,Ward 4 Surulere,Street 1 Ward 4 Surulere,Commercial,10921927.03
380,380,Somolu,Ward 4 Somolu,Street 2 Ward 4 Somolu,Residential,16828542.13
381,381,Alimosho,Ward 3 Alimosho,Street 8 Ward 3 Alimosho,Commercial,756072.64
382,382,Mushin,Ward 3 Mushin,Street 7 Ward 3 Mushin,Residential,2214869.52
383,383,Eti-Osa,Ward 5 Eti-Osa,Street 3 Ward 5 Eti-Osa,Commercial,3059169.56
384,384,Yaba,Ward 1 Yaba,Street 1 Ward 1 Yaba,Commercial,30671380.49
385,385,Ikeja,Ward 5 Ikeja,Street 3 Ward 5 Ikeja,Residential,21884075.57
386,386,Victoria Island,Ward 2 Victoria Island,Street 10 Ward 2 Victoria Island,Residential,37904599.77
387,387,Shomolu,Ward 4 Shomolu,Street 9 Ward 4 Shomolu,Residential,9299066.56
388,388,Shomolu,Ward 4 Shomolu,Street 9 Ward 4 Shomolu,Residential,4368718.65
389,389,Victoria Island,Ward 4 Victoria Island,Street 2 Ward 4 Victoria Island,Residential,15969637.7
390,390,Epe,Ward 3 Epe,Street 8 Ward 3 Epe,Commercial,21711529.09
391,391,Surulere,Ward 5 Surulere,Street 3 Ward 5 Surulere,Commercial,23312431.64
392,392,Ikeja,Ward 4 Ikeja,Street 10 Ward 4 Ikeja,Commercial,12173317.84
393,393,Victoria Island,Ward 3 Victoria Island,Street 2 Ward 3 Victoria Island,Commercial,13010982.55
394,394,Ikeja,Ward 4 Ikeja,Street 7 Ward 4 Ikeja,Commercial,19178902.17
395,395,Victoria Island,Ward 5 Victoria Island,Street 2 Ward 5 Victoria Island,Commercial,27882967.31
396,396,Mushin,Ward 3 Mushin,Street 5 Ward 3 Mushin,Residential,13703471.13
397,397,Lekki,Ward 1 Lekki,Street 4 Ward 1 Lekki,Residential,22788250.72
398,398,Lekki,Ward 4 Lekki,Street 3 Ward 4 Lekki,Commercial,34929267.46
399,399,Yaba,Ward 4 Yaba,Street 7 Ward 4 Yaba,Residential,8383984.69
400,400,Yaba,Ward 3 Yaba,Street 2 Ward 3 Yaba,Residential,29412525.55
401,401,Eti-Osa,Ward 2 Eti-Osa,Street 2 Ward 2 Eti-Osa,Commercial,17361612.12
402,402,Ikorodu,Ward 1 Ikorodu,Street 1 Ward 1 Ikorodu,Residential,8902576.66
403,403,Agege,Ward 4 Agege,Street 10 Ward 4 Agege,Commercial,4108943.88
404,404,Mushin,Ward 2 Mushin,Street 4 Ward 2 Mushin,Commercial,11440245.03
405,405,Agege,Ward 2 Agege,Street 4 Ward 2 Agege,Commercial,7302627.05
406,406,Ifako-Ijaiye,Ward 2 Ifako-Ijaiye,Street 10 Ward 2 Ifako-Ijaiye,Residential,9526681.84
407,407,Agege,Ward 4 Agege,Street 9 Ward 4 Agege,Residential,6227376.78
408,408,Lekki,Ward 5 Lekki,Street 1 Ward 5 Lekki,Residential,3438162.08
409,409,Surulere,Ward 1 Surulere,Street 9 Ward 1 Surulere,Commercial,8773830.57
410,410,Eti-Osa,Ward 5 Eti-Osa,Street 10 Ward 5 Eti-Osa,Commercial,34470656.3
411,411,Ikorodu,Ward 1 Ikorodu,Street 7 Ward 1 Ikorodu,Commercial,6055984.85
412,412,Yaba,Ward 3 Yaba,Street 1 Ward 3 Yaba,Commercial,21224848.4
413,413,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 9 Ward 3 Amuwo-Odofin,Commercial,11674745.39
414,414,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 6 Ward 4 Amuwo-Odofin,Residential,10677410.1
415,415,Surulere,Ward 2 Surulere,Street 1 Ward 2 Surulere,Residential,23425564.84
416,416,Alimosho,Ward 5 Alimosho,Street 10 Ward 5 Alimosho,Residential,9397129.65
417,417,Mushin,Ward 3 Mushin,Street 4 Ward 3 Mushin,Commercial,15898205.27
418,418,Epe,Ward 2 Epe,Street 7 Ward 2 Epe,Residential,20628728.05
419,419,Ajah,Ward 2 Ajah,Street 6 Ward 2 Ajah,Commercial,9648964.0
420,420,Victoria Island,Ward 4 Victoria Island,Street 10 Ward 4 Victoria Island,Residential,20648761.64
421,421,Lekki,Ward 4 Lekki,Street 4 Ward 4 Lekki,Residential,5158892.62
422,422,Lekki,Ward 2 Lekki,Street 5 Ward 2 Lekki,Residential,37288363.75
423,423,Mushin,Ward 3 Mushin,Street 2 Ward 3 Mushin,Residential,9528940.03
424,424,Ikorodu,Ward 5 Ikorodu,Street 8 Ward 5 Ikorodu,Residential,16312032.43
425,425,Ajah,Ward 4 Ajah,Street 2 Ward 4 Ajah,Commercial,1031974.51
426,426,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,Commercial,25609718.93
427,427,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 2 Ward 4 Amuwo-Odofin,Residential,1273081.16
428,428,Badagry,Ward 5 Badagry,Street 2 Ward 5 Badagry,Commercial,6634609.66
429,429,Surulere,Ward 3 Surulere,Street 7 Ward 3 Surulere,Residential,11491541.17
430,430,Ajah,Ward 2 Ajah,Street 4 Ward 2 Ajah,Commercial,12691833.59
431,431,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,Commercial,6522946.89
432,432,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 6 Ward 5 Amuwo-Odofin,Commercial,17047733.66
433,433,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 10 Ward 1 Amuwo-Odofin,Commercial,7204912.27
434,434,Kosofe,Ward 3 Kosofe,Street 5 Ward 3 Kosofe,Residential,7039103.83
435,435,Victoria Island,Ward 3 Victoria Island,Street 6 Ward 3 Victoria Island,Residential,55517109.73
436,436,Lekki,Ward 3 Lekki,Street 6 Ward 3 Lekki,Residential,12952417.07
437,437,Yaba,Ward 1 Yaba,Street 9 Ward 1 Yaba,Commercial,25522664.96
438,438,Ikeja,Ward 3 Ikeja,Street 4 Ward 3 Ikeja,Residential,18846022.25
439,439,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 8 Ward 1 Ifako-Ijaiye,Commercial,18318947.21
440,440,Surulere,Ward 2 Surulere,Street 3 Ward 2 Surulere,Commercial,8660974.05
441,441,Victoria Island,Ward 1 Victoria Island,Street 10 Ward 1 Victoria Island,Commercial,3774582.31
442,442,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 2 Ward 2 Amuwo-Odofin,Commercial,1905372.18
443,443,Mushin,Ward 3 Mushin,Street 3 Ward 3 Mushin,Commercial,12929273.72
444,444,Kosofe,Ward 4 Kosofe,Street 2 Ward 4 Kosofe,Residential,4955058.0
445,445,Kosofe,Ward 1 Kosofe,Street 2 Ward 1 Kosofe,Residential,23112077.63
446,446,Alimosho,Ward 2 Alimosho,Street 4 Ward 2 Alimosho,Residential,7448762.29
447,447,Agege,Ward 4 Agege,Street 7 Ward 4 Agege,Commercial,2431298.63
448,448,Apapa,Ward 2 Apapa,Street 9 Ward 2 Apapa,Commercial,10504542.79
449,449,Agege,Ward 2 Agege,Street 1 Ward 2 Agege,Commercial,926132.66
450,450,Mushin,Ward 1 Mushin,Street 2 Ward 1 Mushin,Residential,22751230.58
451,451,Kosofe,Ward 3 Kosofe,Street 1 Ward 3 Kosofe,Commercial,2716917.27
452,452,Somolu,Ward 5 Somolu,Street 2 Ward 5 Somolu,Commercial,11189957.14
453,453,Apapa,Ward 4 Apapa,Street 8 Ward 4 Apapa,Commercial,2389545.71
454,454,Ikeja,Ward 5 Ikeja,Street 8 Ward 5 Ikeja,Residential,27351013.03
455,455,Lekki,Ward 3 Lekki,Street 4 Ward 3 Lekki,Residential,31097052.41
456,456,Lekki,Ward 1 Lekki,Street 3 Ward 1 Lekki,Residential,15121151.66
457,457,Surulere,Ward 4 Surulere,Street 5 Ward 4 Surulere,Residential,3498152.44
458,458,Kosofe,Ward 2 Kosofe,Street 2 Ward 2 Kosofe,Commercial,7645203.13
459,459,Lekki,Ward 5 Lekki,Street 4 Ward 5 Lekki,Residential,15028308.55
460,460,Alimosho,Ward 4 Alimosho,Street 2 Ward 4 Alimosho,Residential,1587935.76
461,461,Surulere,Ward 1 Surulere,Street 10 Ward 1 Surulere,Residential,14485793.23
462,462,Ifako-Ijaiye,Ward 4 Ifako-Ijaiye,Street 4 Ward 4 Ifako-Ijaiye,Commercial,17943966.59
463,463,Oshodi-Isolo,Ward 3 Oshodi-Isolo,Street 10 Ward 3 Oshodi-Isolo,Commercial,27547535.39
464,464,Alimosho,Ward 2 Alimosho,Street 1 Ward 2 Alimosho,Residential,2614958.68
465,465,Epe,Ward 3 Epe,Street 2 Ward 3 Epe,Commercial,4770131.24
466,466,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,Residential,2034236.42
467,467,Mushin,Ward 1 Mushin,Street 5 Ward 1 Mushin,Commercial,15851982.01
468,468,Somolu,Ward 2 Somolu,Street 4 Ward 2 Somolu,Commercial,11278580.32
469,469,Surulere,Ward 4 Surulere,Street 3 Ward 4 Surulere,Residential,10870901.42
470,470,Agege,Ward 1 Agege,Street 9 Ward 1 Agege,Residential,11704148.66
471,471,Ikorodu,Ward 4 Ikorodu,Street 4 Ward 4 Ikorodu,Residential,2871491.39
472,472,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 4 Ward 1 Oshodi-Isolo,Residential,728976.27
473,473,Epe,Ward 4 Epe,Street 9 Ward 4 Epe,Commercial,9000405.89
474,474,Amuwo-Odofin,Ward 4 Amuwo-Odofin,Street 5 Ward 4 Amuwo-Odofin,Commercial,13045684.19
475,475,Apapa,Ward 2 Apapa,Street 9 Ward 2 Apapa,Residential,14677475.44
476,476,Agege,Ward 1 Agege,Street 10 Ward 1 Agege,Commercial,3988492.11
477,477,Somolu,Ward 5 Somolu,Street 10 Ward 5 Somolu,Commercial,1303867.92
478,478,Ikeja,Ward 5 Ikeja,Street 6 Ward 5 Ikeja,Residential,32206739.37
479,479,Shomolu,Ward 2 Shomolu,Street 10 Ward 2 Shomolu,Residential,7563337.71
480,480,Oshodi-Isolo,Ward 4 Oshodi-Isolo,Street 5 Ward 4 Oshodi-Isolo,Residential,3915369.55
481,481,Amuwo-Odofin,Ward 1 Amuwo-Odofin,Street 3 Ward 1 Amuwo-Odofin,Commercial,7088024.9
482,482,Badagry,Ward 3 Badagry,Street 7 Ward 3 Badagry,Residential,15616548.25
483,483,Victoria Island,Ward 4 Victoria Island,Street 5 Ward 4 Victoria Island,Commercial,6948378.82
484,484,Ikeja,Ward 2 Ikeja,Street 3 Ward 2 Ikeja,Residential,9544717.28
485,485,Apapa,Ward 1 Apapa,Street 8 Ward 1 Apapa,Commercial,16833117.31
486,486,Mushin,Ward 5 Mushin,Street 10 Ward 5 Mushin,Residential,23304154.48
487,487,Epe,Ward 3 Epe,Street 9 Ward 3 Epe,Residential,5747604.32
488,488,Apapa,Ward 4 Apapa,Street 5 Ward 4 Apapa,Commercial,25704392.74
489,489,Epe,Ward 3 Epe,Street 1 Ward 3 Epe,Residential,15043564.5
490,490,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 6 Ward 2 Oshodi-Isolo,Commercial,6930570.3
491,491,Yaba,Ward 5 Yaba,Street 1 Ward 5 Yaba,Residential,30170286.75
492,492,Yaba,Ward 1 Yaba,Street 2 Ward 1 Yaba,Commercial,21655182.63
493,493,Epe,Ward 5 Epe,Street 2 Ward 5 Epe,Commercial,16492598.56
494,494,Ajah,Ward 1 Ajah,Street 8 Ward 1 Ajah,Commercial,11874856.7
495,495,Kosofe,Ward 5 Kosofe,Street 7 Ward 5 Kosofe,Residential,3851502.6
496,496,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 5 Ward 5 Oshodi-Isolo,Commercial,1088333.12
497,497,Ikorodu,Ward 3 Ikorodu,Street 3 Ward 3 Ikorodu,Residential,8910964.19
498,498,Mushin,Ward 4 Mushin,Street 8 Ward 4 Mushin,Residential,1730557.41
499,499,Mushin,Ward 5 Mushin,Street 2 Ward 5 Mushin,Commercial,12606152.66
500,500,Surulere,Ward 2 Surulere,Street 2 Ward 2 Surulere,Commercial,11343527.04
501,501,Oshodi-Isolo,Ward 1 Oshodi-Isolo,Street 3 Ward 1 Oshodi-Isolo,Residential,8500670.09
502,502,Lekki,Ward 3 Lekki,Street 1 Ward 3 Lekki,Residential,25507655.44
503,503,Alimosho,Ward 4 Alimosho,Street 2 Ward 4 Alimosho,Residential,13588874.12
504,504,Shomolu,Ward 5 Shomolu,Street 5 Ward 5 Shomolu,Residential,21271501.53
505,505,Ajah,Ward 3 Ajah,Street 8 Ward 3 Ajah,Residential,3249093.88
506,506,Alimosho,Ward 2 Alimosho,Street 9 Ward 2 Alimosho,Residential,9241681.86
507,507,Alimosho,Ward 5 Alimosho,Street 5 Ward 5 Alimosho,Residential,4209415.13
508,508,Apapa,Ward 3 Apapa,Street 10 Ward 3 Apapa,Residential,9774232.4
509,509,Lekki,Ward 4 Lekki,Street 7 Ward 4 Lekki,Commercial,35548045.95
510,510,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 3 Ward 1 Ifako-Ijaiye,Commercial,9807503.29
511,511,Eti-Osa,Ward 2 Eti-Osa,Street 5 Ward 2 Eti-Osa,Commercial,16469206.24
512,512,Ikorodu,Ward 4 Ikorodu,Street 1 Ward 4 Ikorodu,Commercial,12949157.63
513,513,Ajah,Ward 5 Ajah,Street 8 Ward 5 Ajah,Commercial,2211836.9
514,514,Ikorodu,Ward 2 Ikorodu,Street 7 Ward 2 Ikorodu,Residential,11736682.64
515,515,Ikeja,Ward 4 Ikeja,Street 3 Ward 4 Ikeja,Residential,8840034.32
516,516,Eti-Osa,Ward 2 Eti-Osa,Street 1 Ward 2 Eti-Osa,Commercial,17414378.73
517,517,Agege,Ward 1 Agege,Street 9 Ward 1 Agege,Commercial,2902022.24
518,518,Eti-Osa,Ward 5 Eti-Osa,Street 2 Ward 5 Eti-Osa,Commercial,24363574.07
519,519,Kosofe,Ward 2 Kosofe,Street 8 Ward 2 Kosofe,Commercial,3815972.72
520,520,Somolu,Ward 2 Somolu,Street 1 Ward 2 Somolu,Residential,2208009.32
521,521,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 2 Ward 3 Ifako-Ijaiye,Commercial,10744256.29
522,522,Ifako-Ijaiye,Ward 3 Ifako-Ijaiye,Street 7 Ward 3 Ifako-Ijaiye,Commercial,15997763.76
523,523,Alimosho,Ward 5 Alimosho,Street 6 Ward 5 Alimosho,Residential,8197142.39
524,524,Mushin,Ward 1 Mushin,Street 8 Ward 1 Mushin,Residential,15160644.2
525,525,Victoria Island,Ward 3 Victoria Island,Street 7 Ward 3 Victoria Island,Residential,43342371.22
526,526,Lekki,Ward 3 Lekki,Street 1 Ward 3 Lekki,Residential,31605327.61
527,527,Oshodi-Isolo,Ward 5 Oshodi-Isolo,Street 6 Ward 5 Oshodi-Isolo,Residential,1780680.36
528,528,Surulere,Ward 2 Surulere,Street 10 Ward 2 Surulere,Commercial,25769843.97
529,529,Alimosho,Ward 1 Alimosho,Street 5 Ward 1 Alimosho,Commercial,11742354.74
530,530,Kosofe,Ward 5 Kosofe,Street 7 Ward 5 Kosofe,Residential,2811278.53
531,531,Eti-Osa,Ward 4 Eti-Osa,Street 7 Ward 4 Eti-Osa,Residential,17897503.62
532,532,Epe,Ward 5 Epe,Street 5 Ward 5 Epe,Residential,17099555.29
533,533,Amuwo-Odofin,Ward 3 Amuwo-Odofin,Street 3 Ward 3 Amuwo-Odofin,Commercial,3774596.97
534,534,Ikorodu,Ward 2 Ikorodu,Street 6 Ward 2 Ikorodu,Residential,12250982.06
535,535,Oshodi-Isolo,Ward 2 Oshodi-Isolo,Street 2 Ward 2 Oshodi-Isolo,Residential,9854104.2
536,536,Eti-Osa,Ward 4 Eti-Osa,Street 7 Ward 4 Eti-Osa,Residential,8839589.69
537,537,Apapa,Ward 4 Apapa,Street 4 Ward 4 Apapa,Commercial,14024110.51
538,538,Lekki,Ward 5 Lekki,Street 10 Ward 5 Lekki,Commercial,44955872.58
539,539,Kosofe,Ward 1 Kosofe,Street 8 Ward 1 Kosofe,Residential,15350425.8
540,540,Yaba,Ward 4 Yaba,Street 10 Ward 4 Yaba,Residential,10771518.4
541,541,Apapa,Ward 3 Apapa,Street 5 Ward 3 Apapa,Commercial,15011937.2
542,542,Apapa,Ward 2 Apapa,Street 9 Ward 2 Apapa,Residential,9657179.84
543,543,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,Commercial,28840405.13
544,544,Amuwo-Odofin,Ward 2 Amuwo-Odofin,Street 8 Ward 2 Amuwo-Odofin,Residential,3799216.59
545,545,Mushin,Ward 4 Mushin,Street 7 Ward 4 Mushin,Commercial,1141517.29
546,546,Victoria Island,Ward 5 Victoria Island,Street 10 Ward 5 Victoria Island,Commercial,12548385.33
547,547,Badagry,Ward 3 Badagry,Street 5 Ward 3 Badagry,Residential,8925519.12
548,548,Ikeja,Ward 5 Ikeja,Street 10 Ward 5 Ikeja,Commercial,14938327.05
549,549,Amuwo-Odofin,Ward 5 Amuwo-Odofin,Street 6 Ward 5 Amuwo-Odofin,Residential,3145920.47
550,550,Somolu,Ward 1 Somolu,Street 2 Ward 1 Somolu,Residential,13502906.1
551,551,Apapa,Ward 5 Apapa,Street 7 Ward 5 Apapa,Commercial,1568750.09
552,552,Ifako-Ijaiye,Ward 1 Ifako-Ijaiye,Street 10 Ward 1 Ifako-Ijaiye,Commercial,17255608.06
553,553,Mushin,Ward 1 Mushin,Street 8 Ward 1 Mushin,Residential,20333354.83
554,554,Eti-Osa,Ward 4 Eti-Osa,Street 6 Ward 4 Eti-Osa,Commercial,35798802.24
